POPULATION;NOIND;transport_personnel;transport_ecole;tv_score;tv_duree;jvideo_score;jvideo_duree;ordi_score;ordi_duree;jeux_pleinair_nbjours;enfant_actif;eps_ouinon;eps_nbjours;eps_duree;club_nbjours;club_nb;activite_musculation_nbjours;activite_moderee_nbjours;activite_intense_nbjours;escalier_score;emploi_4sem;travail_freq_semaine;travail_duree;travail_score;transport_voiture_score;transport_public_score;transport_velo_score;transport_pied_score;transport_score;activite_balayer_score;activite_nettoyer_score;activite_aspirateur_score;activite_repasser_score;activite_vaisselle_score;activite_lessive_score;activite_jardiner_score;activite_tondre_score;activite_arroser_score;activite_becher_score;activite_bricoler_score;activite_marche_score;activite_piscine_score;activite_velo_score;activite_roller_score;activite_danse_salon_score;activite_bowling_score;activite_billard_score;activite_peche_score;activite_chasse_score;activite_loisirs_assis_score;activite_loisirs_debout_score;activite_randonnee_score;activite_jogging_score;activite_natation_score;activite_yoga_score;activite_rameur_score;activite_aerobic_score;activite_danse_moderne_score;activite_cyclisme_score;activite_tennis_score;activite_boxe_score;activite_escrime_score;activite_haltere_score;activite_athletisme_score;activite_ski_score;activite_voile_score;activite_canoe_score;activite_equitation_score;activite_golf_score;activite_tir_score;activite_moto_score;activite_musique_score;activite_ping_pong_score;activite_gym_score;activite_escalade_score;activite_alpinisme_score;activite_foot_score;activite_rugby_score;activite_basket_score;activite_hand_score;activite_volley_score;activite_hockey_score;activite_domloissport_duree;activite_domloissport_score;activite_moderee_score;activite_intense_score;activite_total_duree;activite_total_score;nap;profil_activite;sedentarite;sedentarite_duree
Pop2 Individu;118200901;1;;3;3;0;0;1.607145;1.07143;;;;;;;;;;;.45831499;1;7;5;11.5;.64285713;0;0;.35357144;.99642861;.41667497;.41667497;.41667497;.89999998;.300006;.33333999;;;;;;.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4047785;3.0333707;.60357141;.0014370749;11.095253;20.595259;1;1;1;4.5000014
Pop2 Individu;118301601;3;;2.2857101;2.2857101;0;0;1.5;1;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.208325;.41667497;;.053569283;.18000001;.10713857;;;;;;.74999249;;;;;;;.390625;;;;1.0178572;.434526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.9973163;3.5587087;2.1584747;.0051392256;4.3663564;7.8027339;2;3;1;3.2857101
Pop2 Individu;118400201;1;;3.2857101;3.2857101;0;0;1.5;1;;;;;;;;;;;0;1;5;5;7.5;.57141429;0;0;0;.57141429;;.89285719;.29761606;.51428574;.026786249;;;;;;;.3125;;;;;;;;;;;;;;.13392857;;;;;;;;;;;;;;;;;;;;;;;;;;;;.91071343;2.177974;.44642857;.0010629252;10.577366;15.035098;1;1;2;9.6666527
Pop2 Individu;118400601;3;;4;4;0;0;0;0;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.625;.29761606;.26785713;.51428574;.57857144;.11905;;;;;;.625;.49107143;;;;;;;;;;;;5.7321424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9464287;9.2505941;1.1160715;.0026573129;6.0297589;13.708909;2;3;1;4
Pop2 Individu;118400901;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.36607143;0;;;;;;;;
Pop2 Individu;118401201;3;;4.5;4.5;0;0;0;0;;;;;;;;;;;2.3134651;0;0;0;;;;;;0;.83332503;.29761606;.055803575;;.44999999;;1.0178571;;;;;1.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4925549;4.4046021;2.7678571;.0065901359;6.4131851;11.218067;2;3;1;4.5
Pop2 Individu;118401401;1;;4.2857099;4.2857099;0;0;1.28571;.85714;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.2232143;.23809643;.4464286;.19285715;.44999999;.14285715;.67857146;.39285716;.75;.17500001;.13214286;1.25;;.71428573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1488099;5.7863107;3.3428574;.0079591842;7.37499;11.816046;2;3;1;5.1428499
Pop2 Individu;118401501;1;;3.5;3.5;0;0;.75;.5;;;;;;;;;;;1.986105;0;0;0;;;;;;0;.41667497;.89285719;.1488125;.21428357;;;7.448;;.17856964;;1.3214287;.5;;;;;;;;;;;1.2214286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4957166;12.342055;10.490857;.024978232;7.8568268;18.578159;2;3;1;4
Pop2 Individu;118401701;1;;8;8;0;0;3;2;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.044642858;.066964284;.066964284;;.16071428;.047619998;.42410713;;;;.26428571;1.6875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.84970284;2.7627985;2.3758929;.0056568878;10.933033;14.221113;2;3;2;10
Pop2 Individu;118401801;1;;1;1;0;0;1.5;1;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.2678625;.29761606;.11904643;;.107145;.11905;.22619499;;.035714999;.14583187;;.41666248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.62500304;1.7351242;.78868937;.0018778319;2.708333;4.693439;1;2;0;2
Pop2 Individu;118402401;1;;.64286;.64286;0;0;3.428565;2.2857101;;;;;;;;;;;0;1;7;3.9285715;5.8928571;.85715997;0;1.7142687;0;2.5714288;.11160715;.35714287;.17857143;.16071428;.599994;.35714287;;;;;;;;;.21428573;;;;;;;;;4.6928573;1.5285715;.53571427;.90000004;2.4642859;;;;;;.375;;;;;;;;;;;;;;;;;;;;2.4672589;12.475886;.91071427;.0021683674;10.181551;25.011597;3;3;2;7.4285812
Pop2 Individu;118402601;1;;6;6;0;0;2.25;1.5;;;;;;;;;;;0;1;.21428572;.21428572;.49285716;.035712857;0;0;0;.035712857;.625;1.25;.037203126;.48214284;1.35;.11905;.16964287;;.089287497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9464313;4.1223264;.16964285;.00040391154;9.6845255;12.900896;1;1;2;7.5238085
Pop2 Individu;118600901;3;;1.5;1.5;0;0;.75;.5;;;;;;;;;;;.67660999;1;5.1785712;5.1785712;7.7678566;1.4285786;0;0;0;1.4285786;.17857143;.53571427;.17857143;;.107145;.047619998;4.75;1.375;;;5.2857146;1.25;1.1785715;;;;;;2;2.8571429;;;;1.0428572;1.5285715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.3690495;22.315483;18.69643;.044515312;13.623026;34.43853;2;3;2;8.1309566
Pop2 Individu;118601001;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.294645;0;;;;;;;;
Pop2 Individu;118601601;1;;4;4;0;0;0;0;;;;;;;;;;;0;0;0;0;;;;;;0;2.0833249;.8035714;.4017857;;.75000596;;.27142859;2.2261877;.98214108;.52499998;3.7440431;1.5625;;1.1428572;;;;;;;;;1.6285715;;;;;;;2.5;;;;;;;;;;;;;;;;;;;;;;;;5.2499967;18.621418;11.100588;.026429972;9.2499962;22.621418;2;3;1;4
Pop2 Individu;118601701;1;;3.8571401;3.8571401;0;0;8.7857103;5.8571401;;;;;;;;;;;3.513895;1;3.4285715;3.4285715;7.8857145;.71427858;;;;.71427858;.2232143;.055803575;.059524998;.0053569283;.096424714;.047619998;;.98214287;;;1.6517857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.84077251;3.1218731;2.6339285;.0062712585;15.098701;27.878614;1;1;2;10.190466
Pop2 Individu;118601901;1;;5.8571401;5.8571401;0;0;1.28571;.85714;;;;;;;;;;;.45831499;1;5;5;7.5;.35715002;0;0;0;.35715002;.625;1.7857144;.89285719;.300006;.016071429;.35714287;;;;;.044047181;.041666251;;;;.075000003;;;;;;;;;;.13392857;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7619077;4.2714338;.294642;.00070152857;13.797618;19.729748;1;1;2;11.95238
Pop2 Individu;118602401;4;;3.5;3.5;0;0;;;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.055803575;.037203126;;;.107145;.029762499;12.214285;.19642858;;5.25;1.3214287;1.25;;.89285713;;.22500001;.11071429;;;;;;2.4428573;;;;;;;2.2321429;;;;;;;;;;;;;;;;;;;;;;;;6.1116085;26.365627;23.903568;.056913257;9.833828;31.087837;2;3;1;3.5
Pop2 Individu;118602501;3;;1.6428601;1.6428601;0;0;1.3928549;.92856997;;;;;;;;;;;0;1;6;3;4.5;.28571999;0;0;0;.28571999;.2678625;.17857143;.5357089;.51428574;.300006;.23809285;;;;;;.625;;;;;;;;;;;1.2214286;;;;;;;;;;;;;3.8857145;;;;;;;;;.71428573;;;;;;;;;2.0714307;8.4809561;2.5607142;.0060969386;7.8333406;16.302391;2;3;1;5.76191
Pop2 Individu;118602601;1;;3.7142899;3.7142899;0;0;4.5;3;;;;;;;;;;;1.00397;0;0;0;;;;;;0;.11904643;;;;;;2.7142859;.49107143;;.44479311;2.6428573;.375;;;;;;;;;;;.61071432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8705355;7.3977685;7.2787228;.017330293;8.7673655;16.616028;2;3;1;6.7142897
Pop2 Individu;118603401;1;;3.57143;3.57143;0;0;0;0;;;;;;;;;;;1.22221;1;6;6;21;.66964823;0;2.1428571;0;2.8125052;.014881697;.11160715;.11160715;.021428358;.599994;.14285715;.045237642;.098214291;;;.26428571;.25;;;;.1875;.055357147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.30357143;;;;;;.78273487;2.2065415;21.900595;.052144274;11.37996;30.812687;2;3;1;4.0178623
Pop2 Individu;118603501;1;;.78570998;.78570998;0;0;1.3928549;.92856997;;;;;;;;;;;.67660999;1;6.0714288;6.0714288;9.1071434;10.714286;0;0;0;10.714286;.41667497;.23809643;.3348214;.080357142;.042857997;.047619998;.54285717;.78571433;.066964284;;;.15625;1.4732143;.023809999;;.15000001;;;;;;;.40714288;;.95535719;.42857146;;;.20714286;;;;;;;;;.57857144;;;;;;;;;;;;;;;;1.6190524;6.9360237;4.7532744;.01131732;16.670639;29.612629;2;3;2;14.928566
Pop2 Individu;118603601;1;;.5;.5;0;0;1.5;1;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.625;.17857143;.8779732;.96428567;.300006;.17857143;.16964287;;.044642411;;.066071428;.15625;.49107143;.11904643;;;;;;;;;;;.95535719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8095251;5.1264892;1.0020821;.0023859097;3.531745;8.3486996;1;2;0;1.5
Pop2 Individu;118700301;1;;2.5;2.5;0;0;1.607145;1.07143;;;;;;;;;;;0;0;0;0;;;;;;0;.01488125;;;;;;3.6642857;.19642858;.055804018;1.75;11.1;.10416625;;;;;;;.375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5372028;17.260565;17.18988;.040928286;8.108633;21.36771;2;3;1;3.57143
Pop2 Individu;118701901;1;;5.0247602;5.0247602;0;0;11.724448;7.816299;;;;;;;;;;;3.0517395;1;5.2142859;2.6071429;9.125;.24813399;0;0;0;.24813399;.096928321;1.1631397;.15508531;.13957678;.033495076;;;;;;.22952625;.067849822;;;;.10855862;;;;;;;;;;.09305118;;;;;;;;;;;;;;;;;;;;;;.26364502;;;;;;.95743805;2.3508561;9.6239862;.022914253;17;31.524939;2;3;2;13.006481
Pop2 Individu;118702301;3;;1.42857;1.42857;0;0;.96429002;.64286;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.41667497;.625;.208325;;;;;;;;;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5;4.75;3.5;.0083333338;3.6547599;7.6011748;2;4;0;2.07143
Pop2 Individu;118702501;1;;2.6586678;2.6586678;0;0;0;0;;;;;;;;;;;1.7601312;0;0;0;;;;;;0;2.2155566;;;;.39880016;;13.470584;1.3926356;1.3293339;17.369963;9.8370705;3.101779;;.50641292;;;;;;;;;5.0514688;;;;.79760033;;;;;;;;;;;;;;;;;;;;;;;;;;;15.821429;55.471203;50.729912;.1207855;17;59.890003;2;4;0;2.6586678
Pop2 Individu;118801101;1;;2.5;2.5;0;0;3;2;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.074401781;1.3392856;2.2321429;.64285713;.300006;.059521426;2.7142859;;.053571433;.02916725;.055060625;.5;.78571433;;;;;;;;;;.81428576;;1.5285715;.35714144;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4732151;11.486012;5.2556553;.012513465;8.0565453;17.444328;2;3;1;4.5
Pop2 Individu;119100701;1;;2.57143;2.57143;0;0;2.4642901;1.6428601;;;;;;;;;;;1.6587449;0;0;0;;;;;;0;.1488125;.25;.1488125;;.02142643;;.54285717;.39285716;.071427859;.058332749;.52857143;3.5;;2;;;;;;;;;4.275012;3.6500001;;.6428507;1.6876349;2.7723212;;;;;;2.25;;;;;;.21428572;;;;;;;;;;;;;;4.9690695;23.155203;14.404766;.034297064;9.4849491;29.849667;3;3;1;4.2142901
Pop2 Individu;119100801;1;;;;;;0;0;;;;;;;;;;;.32736;0;0;0;;;;;;0;.2232143;.4464286;.17857143;;.44999999;.071428575;;;;;.52857143;.5;.78571433;;;;1.3285714;;5;;;;;;1.5285715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0535715;11.041072;8.1428566;.019387754;3.1130915;11.368432;2;4;0;0
Pop2 Individu;119101001;1;;1;1;0;0;0;0;;;;;;;;;;;1.986105;0;0;0;;;;;;0;;;;;.042857997;.047619998;.54285717;.081845894;.071427859;.21875;.26428571;.75;;;;.15000001;;;;;;;1.2214286;;;;;;.82857144;;;;;;;;;;;;;;;;;;;;;;;;;.9761911;4.219645;4.0577388;.0096612824;2.337301;7.20575;2;4;0;1
Pop2 Individu;119101601;1;;3.5;3.5;0;0;2.25;1.5;;;;;;;;;;;1.986105;0;0;0;;;;;;0;.2232143;.89285719;.23809643;.25714287;1.1571429;;15.2;.12276786;;.17500001;7.4000001;.46875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5193453;26.13497;23.366518;.055634566;12.880455;33.871075;2;3;1;5
Pop2 Individu;119200801;3;;2.92857;2.92857;0;0;0;0;;;;;;;;;;;.45831499;1;5.5714288;5.5714288;30.642859;1.0714285;0;0;0;1.0714285;.208325;;;;;;.67857146;.24553572;;;;.375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.41368717;1.5074322;31.941965;.076052301;9.7113008;36.608604;2;3;1;3.6428556
Pop2 Individu;119200901;1;;6;6;0;0;7.7142897;5.1428599;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.2232143;.17857143;.17857143;.32142857;.44999999;.14285715;;;;;;1.25;;;;.15000001;;;;;;;;;;;;;;;;;;;;;;;;7.2857146;;;;;;;;;;;;;;2.6428571;10.180357;8.6857147;.020680273;13.869047;24.352962;2;3;2;11.14286
Pop2 Individu;119201001;2;;2.57143;2.57143;.5;.5;2.8928552;1.92857;;;;;;;;;;;.45831499;1;5.0535712;5.0535712;7.5803566;0;1.4285715;0;0;1.4285715;.0074401782;.11160715;.4464286;.38571429;.107145;.11905;;;;;.16517858;;;;;;;;;;;;;;;.053571433;;;1.6571429;;;;;;;;;;;;;;;;;;;;;;;;;.90774035;3.053278;1.8758929;.0044664117;12.473214;18.484806;1;1;2;11.482143
Pop2 Individu;119203001;1;;4.2142901;4.2142901;0;0;6;4;;;;;;;;;;;0;1;.75;.75;1.125;0;0;0;0;0;;.35714287;2.5;;.300006;;.13571429;.19642858;.026785716;;.13214286;.625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6130986;4.2732201;1.0892857;.0025935376;10.577389;15.612511;1;1;2;8.9642906
Pop2 Individu;119205001;3;;1.21429;1.21429;0;0;4.821435;3.2142899;;;;;;;;;;;.45831499;1;5;5;7.5;;;;3.1428256;3.1428256;.2232143;.35714287;.17857143;.51428574;.300006;;2.7142859;;;2.1875;.39642859;1.1666551;;;;;;;;;;;5.6999998;2.6071429;;.50001001;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.8809557;16.845242;15.807704;.03763739;14.345237;33.982109;2;3;2;9.4285793
Pop2 Individu;119206201;1;;1.5;1.5;0;0;.75;.5;;;;;;;;;;;2.75;0;0;0;;;;;;0;.5357089;.2232143;.1488125;.77142859;.18000001;.35714287;.16964287;;;;;1.875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6505942;4.2609501;2.0446429;.0048681973;4.1505942;9.2609501;1;2;0;2
Pop2 Individu;119207701;2;;4.2857099;4.2857099;0;0;7.2857103;4.8571401;;;;;;;;;;;0;0;0;0;;;;;;0;.059524998;.089285716;.01488125;.107145;.21428357;.089285716;;;;;;.20833437;.098214291;.023809999;;;;;;;;;;;.38214287;.53571427;.1125;.41072249;;;;;;.046875;;;;;;;;;;;.089285716;;;;;;;;;.69494271;2.4820051;1.0022336;.0023862706;9.8377924;14.053426;2;3;2;9.1428499
Pop2 Individu;119208201;3;;.5;.5;0;0;3;2;;;;;;;;;;;3.513895;1;5;5;7.5;0;0;0;8.8000441;8.8000441;.41667497;.4464286;.35714287;.51428574;.300006;.33333999;.11309411;;.44642678;;.11011861;4.5;;;;.45000002;;;;;;;6.1071424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.9285796;14.09466;20.0804;.047810476;14.73415;37.4086;2;3;2;7.5
Pop2 Individu;119300401;1;;4;4;0;0;1.5;1;;;;;;;;;;;1.986105;0;0;0;;;;;;0;;;.17857143;;.599994;.2857143;2.1714287;.78571433;;;.13214286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2976158;4.1535654;3.0892856;.0073554418;6.6587257;11.63967;1;1;1;5
Pop2 Individu;119302901;1;;6;6;0;0;2.25;1.5;;;;;;;;;;;.45831499;0;0;0;;;;;;0;1.25;.35714287;.89285719;.48214284;.44999999;;;;;;;.625;;;;;;;;;;;;;;.35714144;.45000002;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8869042;4.8642845;.98214138;.0023384318;9.4702339;13.572599;1;1;2;7.5
Pop2 Individu;119303001;2;;2;2;0;0;3.75;2.5;;;;;;;;;;;2.4226398;1;0;6.4285712;9.6428566;.48214287;.96428573;0;0;1.4464285;.059524998;.22693527;.089285716;.048214287;.19286099;.11905;;;;;.044047181;;;;;;.22142859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.42708734;1.0013471;.26547578;.0006320852;13.081854;20.263271;1;1;2;12.214286
Pop2 Individu;119307101;3;;2.2857101;2.2857101;0;0;1.5;1;;;;;;;;;;;.45831499;1;3.6214287;3.6214287;5.4321432;.35715002;0;0;0;.35715002;;.17857143;1.25;;.026786249;.21428999;;;;;;.234375;;;;;;;;;;;;.95595592;;.53571427;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0699434;3.3956928;.77008927;.0018335459;8.2985125;13.429011;1;1;2;7.1452389
Pop2 Individu;119307501;3;;2.92857;2.92857;0;0;.96429002;.64286;;;;;;;;;;;1.4404501;1;4.5714288;4.5714288;6.8571434;.85713434;0;0;0;.85713434;.059524998;.089285716;.059524998;.16071428;.300006;.11905;.50892854;;;;.33035716;.5;;;;;;;;;;;.61071432;;;.53571427;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0506008;3.2738204;2.4857147;.0059183682;10.026782;16.321409;1;1;2;8.7142811
Pop2 Individu;119403801;2;;9;9;0;0;4.071435;2.7142899;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.5357089;1.25;.625;1.6071428;;;.067857146;;;.087500006;;;;;;;;;;;;;2.0357144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2499981;6.2089233;2.1910715;.0052168369;14.047618;19.738674;1;1;2;11.71429
Pop2 Individu;119403901;2;;.5;.5;0;0;0;0;;;;;;;;;;;0;1;5.5714288;5.5714288;12.814286;0;1.4285715;2.1428571;0;3.5714285;.029760713;1.7857144;.29761606;;;.5;;;;;;7;;;;7.5;;;;;;;10.992857;;.76428574;.13392857;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.9255943;29.004162;25.626785;.061016157;14.782738;45.889877;2;4;0;1.9285715
Pop2 Individu;119404901;1;;1.6428601;1.6428601;0;0;.75;.5;;;;;;;;;;;1.876985;1;3.75;3.75;5.625;.85714293;0;0;0;.85714293;.29761606;.29761606;.0930067;.32142857;.19286099;.11905;.45237643;;.32142535;.087500006;.044047181;7;.39285716;.089285716;;;;;;;;;;;1.5285715;;;;;2.5;;;;;;;;.48214287;;;;;;;;;;;;;;;;3.5595214;14.219785;8.5482092;.02035288;10.36508;24.971771;2;3;1;6.4642887
Pop2 Individu;119405201;2;;;;;;;;;;;;;;;;;;;1;.2857143;.2857143;.65714288;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9583342;0;;;;;;;;
Pop2 Individu;119406501;1;;4;4;0;0;3;2;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.089285716;;.029760713;;;;.33928573;;;.21875;.66071433;.15625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.40476143;1.4940464;1.375;.0032738096;6.4880915;8.9523611;1;1;1;6
Pop2 Individu;210100201;3;;1.57143;1.57143;0;0;2.25;1.5;;;;;;;;;;;1.4186699;0;0;0;;;;;;0;.083324999;.71428573;.4464286;;.44999999;.17857143;;;;;;.3125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.92618716;2.1851108;.3125;.00074404763;4.2555571;7.425211;1;1;1;3.07143
Pop2 Individu;210100301;1;;5;5;0;0;.53570998;.35714;;;;;;;;;;;1.00397;0;0;0;;;;;;0;.4464286;.89285719;.17857143;.12857144;.16071428;.071428575;4.0714283;.24553572;.96428573;;.066071428;1.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9375;8.475893;5.6330357;.013411989;8.4771805;15.015574;2;3;1;5.3571401
Pop2 Individu;210100401;1;;;;;;;;;;;;;;;;;;;1;7;4.8214288;7.2321434;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2113078;0;0;0;;;;;;
Pop2 Individu;210101001;1;;1.5;1.5;0;0;.75;.5;;;;;;;;;;;1.4404501;1;5.7142859;5.7142859;8.5714283;6.4285712;0;0;0;6.4285712;.059524998;;.029761607;;.042857997;;;.98214287;;;.33035716;1.25;;1.1428572;;1.125;;;.5;.71428573;;;.81428576;;;;;;;10.714285;;;;;;;;;;;;;;;;;;;;;;;;2.7380962;17.705359;6.8589287;.016330782;14.999996;36.395805;2;3;2;12
Pop2 Individu;210101201;1;;3.42857;3.42857;0;0;2.571435;1.71429;;;;;;;;;;;0;1;7;3.7142856;8.5428572;.53571427;.83332855;0;0;1.3690429;.29761606;.17857143;;1.125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.81547499;1.6011875;0;0;10.863092;17.513092;1;1;1;6.3333316
Pop2 Individu;210300401;1;;3.57143;3.57143;0;0;3;2;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.11160715;.044642858;.71428573;;.44999999;;.40714285;.39285716;;.35000002;7.1357145;2.5;;;;;;;.5;2.2321429;;;2.0357144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4375005;16.874109;15.553573;.037032317;10.09226;23.903854;2;3;1;5.5714302
Pop2 Individu;210301201;4;;2;2;0;0;3;2;;;;;;;;;;;0;1;5;5;11.5;.53571427;0;6.4285712;1.1785715;8.1428566;.11160715;.47618929;.36309642;;.89999998;.14285715;.45237982;.24553572;.21428573;;.33035716;.25;;;;;;;;;;;1.2214286;3.5196428;;;;;;;;;;;2.1535714;;;;;;;;;;;;;;;;;;;2.4369044;10.380951;3.6782727;.0087577924;13.222618;35.023808;3;3;1;4.3571429
Pop2 Individu;210301301;3;;3;3;.5;.5;7.5;5;;;;;;;;;;;1.00397;0;0;0;;;;;;0;.4464286;1.6071428;.89285719;;.300006;;;;;;14.8;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.3452415;25.046434;21.799999;.05190476;16.027782;37.050404;2;3;2;8.5
Pop2 Individu;210603301;3;;.5;.5;0;0;.75;.5;;;;;;;;;;;.45831499;1;6;6;13.8;1.2499928;0;0;0;1.2499928;.2232143;.89285719;.35714287;.25714287;;.047619998;1.2214285;;.13392857;;.66071433;1.25;;;;;;;;;;;1.425;;5.1589289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4345243;11.627977;4.5571427;.01085034;10.351183;28.386286;3;4;0;1.8333285
Pop2 Individu;210605601;1;;4.2857099;4.2857099;0;0;2.3571448;1.57143;;;;;;;;;;;.45831499;1;5;5;11.5;1.99998;0;0;0;1.99998;.089285716;.17857143;.17857143;;.44999999;;;;;;.16517858;.15625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.35714287;;;;;;;;;;;;;.66071427;1.575;.3214286;.00076530618;12.934505;22.176151;1;1;2;7.1904602
Pop2 Individu;210605801;2;;2;2;0;0;4.5;3;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.2232143;.2232143;.17857143;;;;;;;;.82589287;.75;.98214287;;;;;;;;;;;;1.9107144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0446429;5.09375;2.5580356;.0060905609;6.1279731;12.052065;1;1;1;5
Pop2 Individu;210605901;3;;1;1;0;0;4.5;3;;;;;;;;;;;.67660999;1;4.0714288;4.0714288;6.1071434;0;0;0;0;0;.059524998;.53571427;.2232143;.12857144;.300006;.17857143;;;;;.02202425;1.1666551;;;;;;;;;;;4.0714288;;;.35714144;;3.0803571;;;;;;.5;;;;.72321427;;.21428572;;;;;;;;;;;;;;2.5952382;11.560709;7.0547495;.016797023;10.789686;23.844463;2;3;2;8.0714283
Pop2 Individu;210606201;1;;2.5;2.5;0;0;.75;.5;;;;;;;;;;;2.75;0;0;0;;;;;;0;.3348214;.4464286;;;.44999999;;4.8857141;;1.0714285;3.5;2.6428573;1.875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5267859;15.20625;12.903571;.030722788;8.0267859;21.206249;2;3;1;3
Pop2 Individu;210606701;1;;2;2;0;0;2.3571448;1.57143;;;;;;;;;;;0;0;0;0;;;;;;0;.83332503;1.875;.4464286;.32142857;.300006;.32142857;;;.24107143;;.24776785;2.5;1.6368982;;;;;;;;;;;;5.1589289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4895823;13.882283;4.384666;.010439681;7.0610123;18.239428;3;3;1;3.57143
Pop2 Individu;210700701;1;;4.2857099;4.2857099;0;0;2.0357099;1.3571399;;;;;;;;;;;.45831499;1;5;5;11.5;1.0714371;0;0;0;1.0714371;;.72618926;.29761606;.096428573;.149994;.35714287;4.0714283;1.5714287;;;;.25;;;;;;;;;;;10.992857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0821381;18.513084;16.885714;.040204082;15.52261;37.864258;2;3;1;6.3571415
Pop2 Individu;210900201;1;;3.1869893;3.1869893;0;0;4.7804842;3.1869893;;;;;;;;;;;.16229388;1;7;10;15;0;0;0;0;0;;.1053888;;;.21246383;.25293565;;;;;.093586192;.088527486;;.60704863;;.053116489;;;;;;;;;;;.59760827;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6845429;2.0106752;.84227878;.0020054257;17;25.140444;2;3;2;16.373978
