POPULATION;NOIND;transport_personnel;transport_ecole;tv_score;tv_duree;jvideo_score;jvideo_duree;ordi_score;ordi_duree;jeux_pleinair_nbjours;enfant_actif;eps_ouinon;eps_nbjours;eps_duree;club_nbjours;club_nb;activite_musculation_nbjours;activite_moderee_nbjours;activite_intense_nbjours;escalier_score;emploi_4sem;travail_freq_semaine;travail_duree;travail_score;transport_voiture_score;transport_public_score;transport_velo_score;transport_pied_score;transport_score;activite_balayer_score;activite_nettoyer_score;activite_aspirateur_score;activite_repasser_score;activite_vaisselle_score;activite_lessive_score;activite_jardiner_score;activite_tondre_score;activite_arroser_score;activite_becher_score;activite_bricoler_score;activite_marche_score;activite_piscine_score;activite_velo_score;activite_roller_score;activite_danse_salon_score;activite_bowling_score;activite_billard_score;activite_peche_score;activite_chasse_score;activite_loisirs_assis_score;activite_loisirs_debout_score;activite_randonnee_score;activite_jogging_score;activite_natation_score;activite_yoga_score;activite_rameur_score;activite_aerobic_score;activite_danse_moderne_score;activite_cyclisme_score;activite_tennis_score;activite_boxe_score;activite_escrime_score;activite_haltere_score;activite_athletisme_score;activite_ski_score;activite_voile_score;activite_canoe_score;activite_equitation_score;activite_golf_score;activite_tir_score;activite_moto_score;activite_musique_score;activite_ping_pong_score;activite_gym_score;activite_escalade_score;activite_alpinisme_score;activite_foot_score;activite_rugby_score;activite_basket_score;activite_hand_score;activite_volley_score;activite_hockey_score;activite_domloissport_duree;activite_domloissport_score;activite_moderee_score;activite_intense_score;activite_total_duree;activite_total_score;nap;profil_activite;sedentarite;sedentarite_duree
Pop2 Individu;117301201;1;;2.5;2.5;0;0;1.5;1;;;;;;;;;;;1.96427;0;0;0;;;;;;0;.1488125;;;;.053569283;;3.6642857;.32738748;1.1160696;;;;;;;;;;3;10.714285;;;;;;;;;;;;;;0;;2.9142857;;;.19642858;;;;;;;;;;;;;;;5.3214283;22.135124;17.902388;.042624731;9.1785679;28.099394;2;3;1;3.5
Pop2 Individu;117301601;1;;1.5;1.5;0;0;1.5;1;;;;;;;;;;;.67660999;1;5.4642859;5.4642859;8.1964283;1.6071428;0;0;0;1.6071428;.059524998;.4464286;1.7857144;;.300006;.64285713;.67857146;;.26785713;;.02202425;.3125;;.21428572;;.037500001;.11071429;;;;;;.5089286;;;.42857146;;.98571432;.82857144;.35714287;;;;.046875;;;;;;;;;;;;;;;;;;;;2.5223253;8.0337877;3.1885424;.0075917677;11.68106;21.513969;2;3;2;9.0357141
Pop2 Individu;117301701;1;;5.2857099;5.2857099;0;0;7.071435;4.7142901;;;;;;;;;;;.67660999;1;2.2857144;1.1428572;2.6285715;0;0;0;.43995601;.43995601;.02975893;.35714287;.17857143;;.149994;.32142857;;;;;;;;;;;;;;;1.2053571;;;;;;;;;;;;.85714293;;;;;;;;;;;;;;;;;;;;;1.4166621;3.0993958;.43995601;.0010475143;12.81586;19.201679;1;1;2;10.803572
Pop2 Individu;117302001;1;;1.07143;1.07143;0;0;0;0;;;;;;;;;;;1.4186699;0;0;0;;;;;;0;.625;.625;.625;.16071428;;.17857143;1.2214285;.58928573;;;.52857143;.0625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5178572;4.6160717;2.4017856;.0057185371;2.8472271;7.1061716;2;4;0;1.07143
Pop2 Individu;117400501;1;;4.5823693;4.5823693;0;0;10.070551;6.7137003;;;;;;;;;;;0;1;5.9285712;2.9642856;6.8178568;1.1189437;0;0;0;1.1189437;;.66604173;1.8649168;.76728004;.44757554;.47955003;;;;;;.23311462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6726155;4.4584789;.23311463;.00055503484;17;27.048201;1;1;2;12.042032
Pop2 Individu;117401101;3;;1.78571;1.78571;0;0;.75;.5;;;;;;;;;;;1.986105;1;5;5;7.5;.57143998;0;0;0;.57143998;;.35714287;.4017857;.32142857;.149994;.059521426;.54285717;;;.17500001;.33035716;.5;;;;;;;;;;;.81428576;2.6071429;;.53571427;;;;;;;;;;12.142857;;;;;;;;;;;;;;;;;;3.4702334;18.938087;2.8982143;.0069005103;11.498013;31.531342;3;3;2;7.6666698
Pop2 Individu;117401201;1;;4;4;0;0;0;0;;;;;;;;;;;1.986105;0;0;0;;;;;;0;.1488125;;.4464286;;.032142859;;3.8;.78571433;.022321874;12.599999;1.85;1.25;;;;;;;;;;;4.0714288;;;;;;;;;;;;;.97142863;;;;;;;;;;;;;;;;;;5.6994066;25.978275;24.357143;.0579932;10.060516;31.96438;2;3;1;4
Pop2 Individu;117401301;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0000029;0;;;;;;;;
Pop2 Individu;117402001;1;;2.6428599;2.6428599;0;0;.75;.5;;;;;;;;;;;1.00397;1;5.4285712;5.4285712;8.1428566;2.1428571;0;0;0;2.1428571;.029760713;;;;;;;;;;.19821429;;;;;;;;;;;;;;;;1.6876349;2.7723212;;;.23928572;;;2.25;;2.4285715;;;;;;;;;;;;;;;;;;1.7708542;9.6057882;2.4482143;.0058290819;11.953397;24.288332;3;3;2;10.000002
Pop2 Individu;117402101;1;;2;2;0;0;1.5;1;;;;;;;;;;;.45831499;1;4.7142859;4.7142859;16.5;.19285715;0;.42857146;0;.62142861;.0930067;;.11160715;;.28928572;.059523214;;;;;.16517858;.46875;.39285716;;;;;;;;;;1.0178572;3.0416622;.76428574;.53571427;1.500075;2.4642859;;;;;;1.875;;1.8214285;;;;;;;;;;;;1.2142857;5.2142859;;;;;3.6235232;21.029089;20.955357;.049893707;11.62114;42.108833;3;3;1;3.1285715
Pop2 Individu;117402501;1;;4.2857099;4.2857099;0;0;0;0;;;;;;;;;;;1.986105;0;0;0;;;;;;0;.625;.17857143;.17857143;.12857144;.026786249;.029762499;.33928573;;;.116669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.60714388;1.6232178;.45595473;.0010856065;5.2539639;7.8950329;1;1;1;4.2857099
Pop2 Individu;117402601;1;;.71429002;.71429002;0;0;1.071435;.71429002;;;;;;;;;;;1.22221;1;5;5;17.5;.053566072;0;.17856428;.1964325;.42856285;1.25;20;.4464286;.12053571;.300006;.047621429;.45237982;;.066964284;;.16517858;.625;.19642858;.10714286;;;;;;;;;.40714288;;;;;;;.35714287;;;;;;;;;;;;;;;;;;;;;;;;9.4925623;24.541971;19.649704;.046785008;16.268358;45.47847;2;4;0;1.4642907
Pop2 Individu;117403101;1;;5.0687003;5.0687003;.84478337;.84478337;7.0599766;4.7066512;;;;;;;;;;;.38717687;1;5.1428571;5.1428571;18;.21120188;0;0;0;.21120188;;.60341668;.15085417;;.25344008;;;;;;.22326419;.21119586;;;;;.18705918;;;;;;.68789506;;;.30170715;;;;;;;;;;;;;;;;;;;;;;1.5387126;;;;;;1.2142887;4.1575451;19.611122;.046693146;17;35.729385;2;3;2;10.760937
Pop2 Individu;117403401;1;;5.7142901;5.7142901;0;0;0;0;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.625;2.5;.11904643;.12857144;.300006;.047619998;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8452414;4.7202439;1;.0023809525;7.6428618;10.892849;1;1;1;5.7142901
Pop2 Individu;117403501;1;;1.1428601;1.1428601;0;0;.42856503;.28571001;;;;;;;;;;;.45831499;1;4.7678571;4.7678571;10.966071;.28571144;0;0;0;.28571144;2.5;2.5;1.0714339;.25714287;;;;.5729183;;.35000002;1.3214287;.083333753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1279788;8.6562576;2.3276808;.0055420971;9.5982103;21.93778;1;2;0;1.6190443
Pop2 Individu;117403801;1;;1.6428601;1.6428601;0;0;3;2;;;;;;;;;;;.45831499;1;6.4285712;6.4285712;9.6428566;1.0714285;0;0;0;1.0714285;;.089285716;.2232143;;.064285718;;;;;;.044047181;.125;;;;;;;;;;;;;;;;;;;;;;2.25;;;;;;;;;;;;;;;;;;;;.85119033;2.7958329;2.4190471;.0057596359;11.720238;18.611294;2;3;2;10.785717
Pop2 Individu;117403901;1;;;;;;;;;;;;;;;;;;;1;5;5;7.5;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2321429;0;;;;;;;;
Pop2 Individu;117404101;1;;1.5;1.5;0;0;.75;.5;;;;;;;;;;;2.6408801;1;5.6071429;5.6071429;12.896429;1.2857143;;;;1.2857143;;.089285716;.11904643;.12857144;.19286099;.044642858;;;;;.13214286;.3125;.19642858;.35714287;.79910892;.75;;;;;;;;;.38214287;;;.98571432;.82857144;1.1160715;;;;;;;;;;;;;;;;;;;;;;;;1.2790201;6.4342308;2.5767853;.0061352029;10.223466;25.507254;2;4;0;2.8571429
Pop2 Individu;117404601;1;;3.2142899;3.2142899;0;0;2.4642901;1.6428601;;;;;;;;;;;1.986105;0;0;0;;;;;;0;.089285716;.23809643;;;.44999999;.071428575;1.3571429;.78571433;.26785713;.70000005;.52857143;3.5;;2;;;;;;;;;1.2214286;;;;;;;8.9285717;;;;;;;;;;;;;;;;;;;;;;;;3.9880955;20.138096;10.092857;.024030613;9.206356;27.80278;2;3;1;4.8571501
Pop2 Individu;117404801;1;;1.8571399;1.8571399;0;0;3.428565;2.2857101;;;;;;;;;;;1.00397;1;.2857143;.14285715;.21428573;0;0;0;0;0;;.089285716;.89285719;.048214287;.86785716;.071428575;;1.5714287;;;3.9642856;;;;1.7142859;;;;;;;;1.5267856;;;;;;;;;;;;;;;.48214287;;;;;;;;;;;;;;;;2.9375;11.228571;7.5446429;.017963436;7.4057469;17.732533;2;3;1;4.285707
Pop2 Individu;117405101;2;;5.7142901;5.7142901;0;0;1.5;1;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.208325;.4464286;.625;.25714287;.016071429;.071428575;.94999999;;;;;;;;;;;;;;;;;;;.35714144;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0684485;2.9315379;1.3071414;.0031122414;8.0049591;11.368038;2;3;1;6.7142901
Pop2 Individu;117500801;3;;1.5;1.5;0;0;3;2;;;;;;;;;;;.45831499;1;2.0714285;1.0357143;2.3821428;0;.64285713;0;.235719;.87857616;.41667497;.625;.35714287;.064285718;.300006;.42856714;.67857146;;.026785716;;;1;;;;;;;;;;;1.0178572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6369094;4.9148908;2.9321475;.0069813034;6.9702411;13.133924;2;3;1;4.1428571
Pop2 Individu;117501401;2;;.92856997;.92856997;0;0;3.321435;2.2142899;;;;;;;;;;;1.4404501;1;5.5714288;5.5714288;8.3571434;0;.83332855;0;0;.83332855;;;;;.48214671;.044642858;;;;;.16517858;.9375;;.17857143;;;;;;;;2;2.0357144;.434526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7782762;6.2782803;3.3169644;.0078975344;11.587793;21.159206;1;1;2;9.547617
Pop2 Individu;117502001;2;;2.7142899;2.7142899;0;0;2.571435;1.71429;;;;;;;;;;;.45831499;1;3.3571429;3.3571429;5.0357141;.10714287;.42857143;0;.4714286;1.0071429;;;;;;;;;;;.66071433;1.875;;;;;;;;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2142857;3.9357142;3.0071433;.007159865;9.7261953;15.72261;2;3;2;8.2857227
Pop2 Individu;117502101;2;;3.2142899;3.2142899;0;0;7.5;5;;;;;;;;;;;3.513895;1;5.7142859;2.8571429;4.2857141;.24107143;.48214287;0;0;.72321427;.0074401782;;.0074401782;;;;;;;;;4.5;.19642858;;;;;;;;;;;;.38214287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3630949;5.093452;4.6964288;.011181973;13.716275;24.330566;2;3;2;11.714289
Pop2 Individu;117503001;2;;5;5;0;0;4.928565;3.2857101;;;;;;;;;;;.45831499;1;5;5;7.5;0;.76190859;0;0;.76190859;.037203126;.625;.3348214;.032142859;.300006;;;;;;.088096999;.625;;;;;;;;;;;2.1374998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1607184;4.1797705;2.8505969;.0067871353;15.291668;22.82856;2;3;2;14.047619
Pop2 Individu;117504001;2;;1.642855;1.642855;1.642855;1.642855;10.28571;6.8571401;;;;;;;;;;;0;1;5;5;11.5;0;.71428573;0;.58929747;1.3035831;;;.037203126;.042857997;;;;;;;;;;;;;;;;;;;;;;;.45000002;.98571432;;.71428573;;;;.375;;;;;;;;;;;;;;;;;;;;.43154839;2.6050611;.96429747;.0022959465;16.467258;28.980064;2;3;2;10.857136
Pop2 Individu;117504101;2;;;;;;;;;;;;;;;;;;;1;5.7142859;5.7142859;8.5714283;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.73809564;0;;;;;;;;
Pop2 Individu;117506001;1;;.78570998;.78570998;0;0;2.25;1.5;;;;;;;;;;;.67660999;0;0;0;;;;;;0;.055803575;.11160715;.037203126;;.19286099;;;;;;.4955357;1.25;;2.8571429;;;;;;;;;;;;;;;;4.2857141;;;;;;;;;;7.7142854;;;;;;9.5714293;;;;;;;;4.858633;26.571583;12.316964;.029326105;7.2673626;30.283903;3;4;0;2.2857099
Pop2 Individu;117507001;2;;.5;.5;0;0;1.5;1;;;;;;;;;;;.45831499;1;5.7142859;5.7142859;8.5714283;0;0;1.0714285;.2357143;1.3071429;;.055803575;.11160715;;;;;;;;.066071428;.5;.39285716;.71428573;;;;;;;;;.40714288;;1.5285715;.75;1.6876349;;;1.7857144;;;;;;;;;;;;;;;;;;;;;;;;1.3884143;7.9996891;3.0660715;.0073001701;8.9360304;20.336575;3;3;2;7.2142859
Pop2 Individu;117507701;2;;5;5;0;0;2.25;1.5;;;;;;;;;;;0;0;0;0;;;;;;0;.35714287;.35714287;.17857143;.25714287;;.089285716;.16964287;;.026785716;;;1.25;;;;;;;;;;;.20357144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2.8892856;1.6232145;.0038647964;7.5;10.139286;1;1;1;6.5
Pop2 Individu;117510201;1;;1.92857;1.92857;0;0;1.5;1;;;;;;;;;;;2.204345;1;6.4285712;6.4285712;9.6428566;.26785713;.17857143;2.1428356;.88392854;3.4731927;.044642858;.029761607;.037203126;;.064285718;;;;;;;.3125;;.10714286;.16071428;;;;;;;;;.95595592;;.35714144;1.2187521;;;;;;;;;;;;;;;;;;;;;1.2142857;;;;;;.80952436;4.5023856;1.6607127;.0039540781;11.549595;23.25135;3;3;2;9.7142839
Pop2 Individu;117510701;2;;3.0939066;3.0939066;.77347457;.77347457;4.1053662;2.7369108;;;;;;;;;;;1.9270561;1;4.75;4.75;7.125;0;.39665028;0;.65449262;1.0511429;.18593168;.24790643;;.32128993;.37483826;.039666217;;;;;.44028622;.52060872;;;;;;;;;.89247203;;;6.0807095;;.62473041;;;;;;;;5.8308172;;;;;;;1.1899627;;;;;;;.6321677;;;;;;5.6428571;17.381386;8.0709352;.019216513;17;35.457333;3;3;2;12.345923
Pop2 Individu;117510901;2;;1.92857;1.92857;0;0;3.428565;2.2857101;;;;;;;;;;;.67660999;1;5.2857141;5.2857141;12.157143;1.0714285;0;0;0;1.0714285;;.029761607;.029761607;;.44999999;.047619998;;;;;;.41666248;;;;.30000001;;;;;;;;;;.35714144;;;.82857144;;;;;;;;;;;;;;;;;;;;;;;;;.74999857;2.4595184;1.9023753;.004529465;11.087299;21.721834;1;1;1;4.928566
Pop2 Individu;117511401;2;;3.07143;3.07143;0;0;.21428999;.14286;;;;;;;;;;;.130955;1;6.4285712;6.4285712;9.6428566;0;1.0714285;0;0;1.0714285;.01488125;.11160715;.074404016;;.149994;;;;;;;.09375;.39285716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.26190126;.83749354;.48660719;.0011585886;11.000001;14.968454;1;1;2;10.71429
Pop2 Individu;117511901;1;;3;3;0;0;0;0;;;;;;;;;;;0;0;0;0;;;;;;0;;;;;.059994001;;;.5729183;;;.13214286;1.1666551;;;;;.092260979;;;;;;5.6999998;;;;;;;;;;;;;.97142863;;;;;;;;;;;;;;;;;;1.67916;8.6954002;7.6639771;.018247565;4.6791601;11.6954;2;3;1;3
Pop2 Individu;117514401;2;;3.2142899;3.2142899;0;0;1.821435;1.21429;;;;;;;;;;;.45831499;1;5.7142859;5.7142859;8.5714283;0;.71428573;0;0;.71428573;.029760713;.055803575;.059524998;.42857358;.107145;.059521426;;;;;;.25;;.19047429;;;;;;;;;;1.3035715;;.75;.67513502;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0402007;3.9095101;1.1904743;.0028344626;11.980682;18.689264;2;3;2;10.857151
Pop2 Individu;117515001;3;;2.1200399;2.1200399;;;2.6349084;1.7566056;;;;;;;;;;;2.9798388;1;5.4642859;5.4642859;8.1964283;;.64611065;;.53304923;1.1791599;.53000998;1.06002;.70667291;;.38160717;.42400798;;;.22714713;;4.034133;2.968056;;.84801596;;.63601202;;;;;;;4.8336911;2.2108989;;.30286163;;;;1.4133458;;8.4226151;;1.06002;;;;;;;;;;;;;;;;;;;;7.4404712;30.059114;15.215839;.036228187;17;47.169487;3;3;2;9.9870415
Pop2 Individu;117515901;3;;3.7142899;3.7142899;.64286;.64286;2.571435;1.71429;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.41667497;.41667497;.4464286;.25714287;.010714499;.047619998;.20357142;;.017856965;;.044047181;5.25;;;;;;;;;;;;;;.42857146;.28125;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4494116;7.8205528;5.9261904;.014109978;8.6041813;15.207453;2;3;1;6.0714397
Pop2 Individu;117601901;1;;3;3;0;0;4.5;3;;;;;;;;;;;1.00397;1;1.4285715;1.4285715;2.1428571;.10713857;;;;.10713857;.089285716;;.074404016;;;;;;;;.13214286;.5;.19642858;;;;;;;;;;;;.38214287;;.45000002;;;;;;;;;;;;;;;;;;;;;;;;;;;.38690448;1.8244041;.82857144;.0019727892;8.0694418;12.578369;1;1;2;7.4999971
Pop2 Individu;117602601;3;;2.8571401;2.8571401;0;0;.21428999;.14286;;;;;;;;;;;1.986105;1;6;3;6.9000001;.10000286;0;.21428573;.27499843;.58928704;.089285716;.71428573;.089285716;.64285713;.28928572;.23809285;;;;;.52857143;4.375;;;;;;;;;;;9.1607141;;;;;;;;;;;;;27.200001;;;;;;;;;;;;;;;;;;7.9940467;43.327377;14.339283;.034141149;14.540873;55.874199;3;3;1;3.0666685
Pop2 Individu;117603501;3;;2.5;2.5;0;0;.53570998;.35714;;;;;;;;;;;1.22221;1;7;8.8214283;30.875;0;0;0;0;0;.41667497;.35714287;.11904643;1.1571429;.44999999;1;;;;;;3.5;;;;;;;;;;;.81428576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8928599;7.8142929;35.189285;.083784014;14.793648;42.947212;2;4;0;2.8571401
Pop2 Individu;117603901;1;;6;6;0;0;0;0;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.83332503;.23809643;.17857143;.51428574;;;;1.5714287;.26785713;;;1.6875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7321401;5.2910643;3.2589288;.0077593541;7.95436;12.513274;2;3;1;6
Pop2 Individu;117604101;4;;2.8571401;2.8571401;0;0;7.7142897;5.1428599;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.29761606;.29761606;;;.599994;.17857143;;;;;;2.5875001;;1.4285715;;;;;;;;;1.2214286;2.6071429;;.6428507;;;;;;;;2.25;;;;;.78571433;;;;;;;;;;;;;;;3.3285635;12.897006;8.9160652;.021228727;11.411894;23.92675;2;3;2;8
Pop2 Individu;117605001;1;;2.1428599;2.1428599;0;0;1.5;1;;;;;;;;;;;.67660999;1;2.1428571;2.1428571;4.9285712;.53571427;0;0;0;.53571427;.022321429;.23809643;.29761606;.38571429;.44999999;.11905;2.4880908;1.1785715;.026785716;;;.75;.58928573;;;;;;;;;;.37321362;;1.5285715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1636896;8.4473171;5.3791618;.012807528;7.9295692;18.231071;2;3;1;3.5000029
Pop2 Individu;117800601;1;;.92856997;.92856997;2.2142899;2.2142899;3.321435;2.2142899;;;;;;;;;;;1.4404501;0;0;0;;;;;;0;;.018600445;.01488125;;.107145;;;;;;;;;;;;;;;;;;;;;;.22500001;.98571432;;;;;;.625;;;;;;;;;;;;;;;;;;;;.43006054;1.976341;.625;.0014880953;6.0491104;9.8810854;1;1;1;5.3571501
Pop2 Individu;117800801;1;;3.57143;3.57143;0;0;3.321435;2.2142899;;;;;;;;;;;2.53176;0;0;0;;;;;;0;.4464286;1.6071428;.4464286;;.44999999;.14285715;11.4;;;.35000002;2.6428573;;;2.8571429;;;;;;;;;;;;;;;;.71428573;;;;;;;;;;;;;;;;;;;;;;;;5.8928576;21.057142;17.25;.04107143;12.138897;30.481768;2;3;1;5.7857199
Pop2 Individu;117801201;1;;4.2857099;4.2857099;0;0;6.428565;4.2857099;;;;;;;;;;;0;1;5;5;11.5;.85714293;0;0;0;.85714293;.037203126;.11904643;.059524998;;.38571042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.30059338;.60148495;0;0;14.443441;23.672903;1;1;2;9.142848
Pop2 Individu;117801501;3;;5.5714302;5.5714302;0;0;3.8571448;2.57143;;;;;;;;;;;2.96824;1;4.2857141;4.2857141;9.8571424;1.0714285;;;;1.0714285;.83332503;.23809643;.17857143;.19285715;.599994;.11905;.33928573;;.0089287497;;.044047181;.09375;.19642858;;;;;;;;;;.40714288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2410663;3.251477;1.0806544;.0025729865;14.923606;26.576862;1;1;2;8.8571463
Pop2 Individu;117801901;1;;2.57143;2.57143;0;0;7.2857103;4.8571401;;;;;;;;;;;2.4226398;0;0;0;;;;;;0;.089285716;.037202679;.074404016;.25714287;.016071429;.11905;;.36830357;;;;.15625;;;;;;.17857143;;;;;;;;.6428507;;;1.6571429;;;;;;;;;;;;;;;;5.3571424;;;;;;;;;2.0461297;8.9534178;8.1816893;.019480212;9.9151802;21.233198;2;3;2;7.4285698
Pop2 Individu;117802101;1;;1.92857;1.92857;.14286;.14286;1.5;1;;;;;;;;;;;1.22221;1;7;9.4285717;33;1.2857143;;;;1.2857143;.089285716;.029761607;.044642858;;.16071428;.059523214;.8142857;1.9642857;.053571433;.4375;.33035716;.25;;.21428572;;;;;;;;;;.97767854;;.35714144;2.8125;;;.4464286;;;;.234375;;;;;;;;;;;;;;;;;;;;1.906249;9.2763367;37.60223;.089529119;15.485614;48.35569;3;3;1;3.9285729
Pop2 Individu;117802201;1;;4;4;0;0;1.5;1;;;;;;;;;;;3.513895;0;0;0;;;;;;0;.11904643;.17857143;.2232143;.32142857;.300006;.21428999;1.9;.78571433;.26785713;.4375;7.4000001;3.5;;;;.075000003;;;;;;;2.0357144;;;.53571427;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.1250052;18.294058;16.669645;.03968963;10.763895;27.307953;2;3;1;5
Pop2 Individu;117803201;3;;3.5;3.5;0;0;2.571435;1.71429;;;;;;;;;;;1.986105;0;0;0;;;;;;0;.41667497;.71428573;.17857143;;.44999999;;;;;;;3.75;1.1785715;;;;1.3285714;;;;;;;;1.5285715;.53571427;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8095272;10.08096;6.7928572;.016173469;8.3849277;18.1385;2;3;1;5.2142901
Pop2 Individu;117803401;1;;;;;;;;;;;;;;;;;;;1;5;5;7.5;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.3065486;0;;;;;;;;
Pop2 Individu;117805901;1;;2.92857;2.92857;0;0;.96429002;.64286;;;;;;;;;;;.130955;1;5;5;7.5;.53571427;0;0;0;.53571427;.83332503;.17857143;.089285716;1.9285713;.300006;.5;2.1714287;;.017856965;;.26428571;1.5;;.071428575;;.30000001;.11071429;;;;;;2.4428573;;;;;;.82857144;1.7261894;;;;;;;;;;;;;;;;;;;;;;;;3.8809521;13.263091;7.6892862;.018307824;12.833335;25.32262;2;3;2;8.9285727
Pop2 Individu;117806001;1;;4;4;0;0;0;0;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.625;.4464286;.3348214;.25714287;.44999999;.32142857;.54285717;;;;;1.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6160715;4.2276783;1.7928572;.0042687077;5.8382912;9.4498882;1;1;1;4
Pop2 Individu;117806401;3;;6;6;0;0;6;4;;;;;;;;;;;1.22221;0;0;0;;;;;;0;;.26785713;.23809643;.64285713;.89999998;.5;;;;;;3.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3809528;6.2988105;3.75;.0089285718;12.603173;19.521021;1;1;2;10
Pop2 Individu;117806601;1;;4;4;0;0;.75;.5;;;;;;;;;;;2.75;0;0;0;;;;;;0;.055803575;.2678625;.044642858;;.300006;.044642858;.33928573;.12276786;.013392858;.043750003;;3.75;.78571433;;;;;;;;;;6.1071424;;6.8785715;;;;;;;;;;;;;.19285715;;;;;;;;;;;;;;;;3.4300649;18.94644;11.341517;.027003612;8.4300652;26.44644;3;3;1;4.5
Pop2 Individu;118000301;3;;2.2803409;2.2803409;0;0;10.261534;6.8410225;;;;;;;;;;;.92901844;0;0;0;;;;;;0;;.67867285;.67867285;;1.3682045;.05429383;;;;;;5.3207951;;1.9545778;.16288149;.91213632;;;;;;;;1.5853798;;1.6288149;3.4205112;2.8097055;;5.4293828;;5.5922642;;4.6556959;;;;;;;;;;;;;;;;;;;;10.142857;36.251987;14.47202;.034457192;17;49.722881;3;3;2;9.1213636
Pop2 Individu;118000701;1;;2;2;0;0;1.5;1;;;;;;;;;;;.45831499;1;4.5178571;4.5178571;10.391071;1.6071428;0;0;0;1.6071428;1.2053572;.29761606;.4017857;.12857144;.107145;.17857143;;;;;.26428571;2.9166548;;;;;;;;;;;;2.6071429;;;1.6875;2.4642859;;;;;;;;;;;;;;;;;;;;;;;;;;2.8690443;12.258916;3.1809409;.0075736688;11.541659;28.215446;3;3;1;4.0714283
Pop2 Individu;118000901;3;;1.21429;1.21429;0;0;.96429002;.64286;;;;;;;;;;;.89485002;1;6.2857141;6.2857141;14.457143;.42857146;0;0;0;.42857146;;.35714287;1.7857144;.19285715;.12857144;.96428573;.13571429;3.1428573;;;.13214286;1;.39285716;;.21428573;;;;4;;;;.5089286;.95595592;.38214287;;;;;;;;;;;;;;;;;;;;;;;1.8214285;;;;;.15178572;4.1845245;16.26667;9.3125;.022172619;12.775803;34.225815;2;4;0;2.1428645
Pop2 Individu;118001401;1;;1.5;1.5;0;0;0;0;;;;;;;;;;;.67660999;0;0;0;;;;;;0;.625;.17857143;.41667497;.32142857;;.17857143;4.0714283;.98214287;;;.26428571;.25;1.9642857;1.33332;;;;;;;;;1.2214286;.95595592;3.8214288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.541667;16.584522;10.086891;.024016408;5.1646872;18.761131;2;4;0;1.5
Pop2 Individu;118200301;1;;9;9;0;0;0;0;;;;;;;;;;;1.22221;1;.53571427;.53571427;2.9464285;.71427858;0;0;0;.71427858;.074401781;.089285716;;;.19286099;.023808571;;;;;;1.25;.19642858;;;;.22142859;;;;;;;;;;;;;;;.09196429;;;;;;;;;;;;;;;;;;;;;;.65773863;2.1401784;4.6142855;.010986394;10.891859;16.023094;1;1;2;9.4761858
