POPULATION;NOIND;periode_reference;conso_ca;conso_ca_regl;conso_ca_nb;conso_ca_regl_nb;indic_ca;indic_medic;indic_ni;saison_particuliere;saison_automne;saison_hiver;saison_printemps;saison_ete;saison_autre;saison_autre_libelle;saison_nsp
Pop1 Individu;317402801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317403001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317404201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317404401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317404501;4;1;1;1;1;0;0;1;2;;;;;;                                                            ;
Pop1 Individu;317404601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317404901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317405201;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;317405701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317406001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317406201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317406301;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;317406501;4;1;1;2;2;2;0;0;2;;;;;;                                                            ;
Pop1 Individu;317406801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317407001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317500901;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;317501101;4;1;1;2;2;1;0;1;1;1;;1;;;                                                            ;
Pop1 Individu;317503101;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;317503501;4;1;1;1;1;1;0;0;1;1;1;;;;                                                            ;
Pop1 Individu;317503601;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;317503801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317504301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317504401;4;1;1;1;1;0;0;1;2;;;;;;                                                            ;
Pop1 Individu;317504501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317504601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317504801;4;1;1;4;4;3;1;0;1;1;1;1;;;                                                            ;
Pop1 Individu;317505201;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;317505901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317506501;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;317507101;4;1;1;3;3;3;0;0;2;;;;;;                                                            ;
Pop1 Individu;317508401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317508601;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;317508701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317509401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317510601;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;317511401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317512701;4;1;1;4;4;1;1;2;1;;1;;;;                                                            ;
Pop1 Individu;317513201;4;1;1;4;4;4;0;0;1;;;1;1;;                                                            ;
Pop1 Individu;317513401;4;1;1;2;2;0;1;1;1;;1;;;;                                                            ;
Pop1 Individu;317513801;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;317513901;4;1;1;1;1;1;0;0;1;1;1;;;;                                                            ;
Pop1 Individu;317515401;4;1;1;1;1;0;0;1;1;1;;;;;                                                            ;
Pop1 Individu;317515701;4;1;1;2;2;2;0;0;1;;1;;;;                                                            ;
Pop1 Individu;317515801;4;1;1;3;3;1;0;2;1;1;1;;;;                                                            ;
Pop1 Individu;317516101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317516401;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;317518001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317518201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317518801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317600101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317600401;4;1;1;3;3;0;2;1;2;;;;;;                                                            ;
Pop1 Individu;317601301;4;1;1;3;3;2;1;0;2;;;;;;                                                            ;
Pop1 Individu;317601501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317603401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317604601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317700101;4;1;1;4;4;2;0;2;1;;1;;;;                                                            ;
Pop1 Individu;317700201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317700301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317700501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317700601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317700701;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;317700801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317800301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317801401;4;1;1;2;2;1;0;1;1;;1;;;;                                                            ;
Pop1 Individu;317802001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317802901;4;1;1;2;2;2;0;0;1;1;;;;;                                                            ;
Pop1 Individu;317803201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317803301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;317803901;4;1;1;1;1;1;0;0;1;1;1;;;;                                                            ;
Pop1 Individu;317804001;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;318000201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318000401;4;1;2;2;;0;2;0;2;;;;;;                                                            ;
Pop1 Individu;318000501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318000601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318000701;4;1;2;1;;0;1;0;1;;;;1;;                                                            ;
Pop1 Individu;318000801;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;318000901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318001401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318001501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318200101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318200401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318200601;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;318201001;4;1;1;1;1;1;0;0;1;;;;1;;                                                            ;
Pop1 Individu;318300401;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;318301101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318301301;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;318301501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318301901;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;318400401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318400501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318400701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318400801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318401101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318401501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318401601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318402101;4;1;1;1;1;0;0;1;1;1;;;;;                                                            ;
Pop1 Individu;318402301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318402401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318403201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318403601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318403701;4;1;1;1;1;1;0;0;1;;1;;1;;                                                            ;
Pop1 Individu;318600301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318601101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318601201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318601701;4;1;1;3;3;1;0;2;1;1;;1;;;                                                            ;
Pop1 Individu;318601901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318602001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318602401;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;318602501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318602701;4;1;1;2;2;1;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;318603201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318603301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318603701;4;1;2;2;;0;2;0;2;;;;;;                                                            ;
Pop1 Individu;318700201;4;1;1;3;3;2;1;0;2;;;;;;                                                            ;
Pop1 Individu;318700301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318700501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318700701;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;318701101;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;318701501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318702001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318702301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318703401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318703601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318800401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;318800601;4;1;1;2;2;2;0;0;1;1;1;1;1;;                                                            ;
Pop1 Individu;319100601;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;319100701;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;319101201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319102101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319200901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319203601;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;319205801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319206801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319206901;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;319207101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319207301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319207901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319208101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319208201;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;319208501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319208601;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;319208801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319300201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319302501;4;1;1;1;1;0;0;1;1;;;;1;;                                                            ;
Pop1 Individu;319303101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319304201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319305001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319305401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319305601;4;1;1;2;2;2;0;0;1;1;;;;;                                                            ;
Pop1 Individu;319305701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319305801;4;1;2;1;;0;1;0;1;1;1;1;1;;                                                            ;
Pop1 Individu;319306501;4;1;1;2;2;2;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;319400301;4;1;1;3;3;3;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;319404501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319405301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319405501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;319406401;4;1;1;1;1;1;0;0;1;;;;1;;                                                            ;
Pop1 Individu;319406701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320100301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320100901;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320101101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320101501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320101801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320102001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320102401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320200101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320200201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320200501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320300501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320600601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320600801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320602501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320603501;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;320604001;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;320604101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320604501;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;320604801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320605501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320606501;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;320700201;4;1;2;1;;0;1;0;1;1;;;;;                                                            ;
Pop1 Individu;320700301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320900201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;320900501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321100101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321100201;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;321100301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321101001;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;321101301;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;321101801;4;1;1;1;1;0;0;1;1;1;;1;;;                                                            ;
Pop1 Individu;321101901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321102901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321200301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321200501;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;321200601;3;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321201001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321201501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321201701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321202201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321202901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321203301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321300701;4;1;1;1;1;0;0;1;1;;;1;;;                                                            ;
Pop1 Individu;321303801;4;1;1;2;2;1;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;321304001;4;1;1;1;1;0;0;1;1;;1;;;;                                                            ;
Pop1 Individu;321304901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321305801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321306101;4;1;2;1;;0;1;0;1;1;;;;;                                                            ;
Pop1 Individu;321400101;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;321400501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321400601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321400701;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;321400901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321401401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321402301;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;321403101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321403301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321403601;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321404201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321600101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321600401;4;1;1;2;2;2;0;0;1;;1;;;;                                                            ;
Pop1 Individu;321600501;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;321700301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321700501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321700601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;321700801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322100401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322101201;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;322101301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322101401;3;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322102201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322102401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322102601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322102701;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322200201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322200401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322200801;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;322400401;3;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;322400701;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;322500101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322500301;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;322500901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322501501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322501901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322502201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322504001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322504101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322504301;4;1;2;1;;0;1;0;1;1;;;;;                                                            ;
Pop1 Individu;322504501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322701201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322701301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322701601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322701701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322701901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322702201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322702401;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;322702701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322800301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322800801;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;322900801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322901401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;322901801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323000401;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323000801;2;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323100501;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323100801;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323101101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323101401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323101601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323102601;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;323103301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323200501;4;1;1;1;1;0;0;1;1;1;;;;;                                                            ;
Pop1 Individu;323300201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323300401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323300501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323300701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323301001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323301501;1;1;2;2;;0;2;0;;;;;;;                                                            ;
Pop1 Individu;323301601;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;323302101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323302401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323302701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323303101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323303201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323303501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323304101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323304701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323304801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323305001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323305101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323305201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323305601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323400201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323400401;3;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323400901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323401101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323401401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323401501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323401701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323401901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323402001;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;323500301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323500801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323501201;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;323501401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323501501;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;323501601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323501901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323502301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323502901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323503001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323600101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323600801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323600901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323601001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323601701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323602101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323602301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323602601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323603401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323603501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323603601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323603801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323604201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323700401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323800601;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323800701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323801501;4;1;1;2;2;1;0;1;1;;1;;;;                                                            ;
Pop1 Individu;323801801;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;323802001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323802201;4;1;1;1;1;0;0;1;1;1;;;;;                                                            ;
Pop1 Individu;323802401;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;323802901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323803201;4;1;1;2;2;2;0;0;1;1;;;;;                                                            ;
Pop1 Individu;323803301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323803401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323804301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323804401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323804501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323804801;2;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323805101;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;323805701;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;323805901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;323900401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324100201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324100301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324401401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324402101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324402501;3;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324402701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324402801;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;324402901;3;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324403201;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;324403501;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;324403601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324404001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324404301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324404401;4;2;2;;;;;;;;;;;;                                                            ;
