POPULATION;NOIND;periode_reference;conso_ca;conso_ca_regl;conso_ca_nb;conso_ca_regl_nb;indic_ca;indic_medic;indic_ni;saison_particuliere;saison_automne;saison_hiver;saison_printemps;saison_ete;saison_autre;saison_autre_libelle;saison_nsp
Pop1 Individu;115911201;4;1;2;2;;0;2;0;1;;1;;;;                                                            ;
Pop1 Individu;115911701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;115912901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;115913101;4;1;1;3;3;2;1;0;1;;1;;;;                                                            ;
Pop1 Individu;115913901;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;115915001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116000101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116000401;4;1;1;4;4;3;1;0;1;;1;;;;                                                            ;
Pop1 Individu;116100101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116100201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116101401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116200101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116200201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116200301;4;1;1;1;1;1;0;0;1;1;1;1;;;                                                            ;
Pop1 Individu;116200601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116200701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116200901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116201001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116201501;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;116201601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116201701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116300201;4;1;2;3;;0;3;0;1;1;1;;;;                                                            ;
Pop1 Individu;116300401;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;116300501;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;116300601;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;116300901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116301301;4;1;1;2;2;1;1;0;1;1;1;1;;;                                                            ;
Pop1 Individu;116301901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116302001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116302501;4;1;1;2;2;1;0;1;2;;;;;;                                                            ;
Pop1 Individu;116302801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116302901;4;1;1;3;3;0;2;1;1;;1;;;;                                                            ;
Pop1 Individu;116303601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116304101;4;1;1;1;1;0;0;1;1;;1;;;;                                                            ;
Pop1 Individu;116400801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116500601;4;1;1;3;3;1;1;1;1;;1;;;;                                                            ;
Pop1 Individu;116500701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116500801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116500901;4;1;2;1;;0;1;0;1;;;1;;;                                                            ;
Pop1 Individu;116501101;4;1;1;1;1;1;1;0;2;;;;;;                                                            ;
Pop1 Individu;116600401;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;116601101;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;116601301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116700201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116700901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116701701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116701801;4;1;1;4;4;4;0;0;1;;1;;;;                                                            ;
Pop1 Individu;116701901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116702101;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;116702701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116702801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116704201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116704401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116705301;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;116705801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116706001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116706301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116707001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116707401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116707501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116707801;4;1;1;2;2;2;0;0;2;;;;;;                                                            ;
Pop1 Individu;116708101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116708401;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;116800301;4;1;1;1;1;0;0;1;2;;;;;;                                                            ;
Pop1 Individu;116800401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116800501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116800901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116803701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116803801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116804001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116900501;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;116900601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116900701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116900801;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;116900901;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;116901301;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;116901801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116902601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;116902701;4;1;1;1;1;0;0;1;2;;;;;;                                                            ;
Pop1 Individu;116902901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;117000501;4;1;1;2;2;1;1;0;1;;1;1;;;                                                            ;
Pop1 Individu;117000601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;117000701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;117100101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;117100301;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;117201001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;117300701;4;1;1;3;3;3;0;0;2;;;;;;                                                            ;
Pop1 Individu;117301001;4;1;1;2;2;1;0;1;2;;;;;;                                                            ;
Pop1 Individu;117301201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;117301601;4;1;1;4;4;0;2;2;2;;;;;;                                                            ;
Pop1 Individu;117301701;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;117302001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;117400501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;117400701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;117400801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;117401101;4;2;2;;;;;;;;;;;;                                                            ;
